872.249888, 670.827347
865.532450, 651.516789
858.875819, 632.218012
852.357914, 612.854693
845.608809, 593.445227
838.859433, 573.824828
831.997130, 554.336713
825.126322, 534.847276
852.526633, 677.570002
845.866839, 658.309637
839.277896, 639.124648
832.644656, 619.581793
825.879817, 600.281367
818.978349, 580.852901
812.380626, 561.333613
805.479554, 541.753348
832.975019, 684.329386
826.474684, 665.092213
819.789046, 645.734530
813.049082, 626.371312
806.178187, 607.181417
799.484805, 587.578085
792.603184, 568.186354
785.774359, 548.654774
813.499490, 690.904426
806.851190, 671.781315
800.144274, 652.571038
793.239742, 633.318455
786.602003, 613.717293
779.646660, 594.531799
772.819900, 575.110928
766.061594, 555.596057
794.145934, 697.671095
787.265441, 678.558225
780.367548, 659.429588
773.725056, 639.973288
766.948970, 620.818363
760.138814, 601.388391
753.203935, 581.998485
746.364902, 562.533987
774.472500, 704.393260
767.715429, 685.367049
760.940885, 666.065110
754.013833, 647.023010
747.301477, 627.519051
740.377799, 608.264187
733.520539, 588.734740
726.605693, 569.449107
754.960915, 711.257295
748.221995, 691.956482
741.332074, 672.962826
734.508994, 653.622618
727.654639, 634.409528
720.771312, 615.110615
713.916062, 595.720685
706.972840, 576.249352
735.557611, 717.798670
728.778898, 698.880375
721.885924, 679.603113
715.054903, 660.538689
708.230640, 641.242330
701.284794, 621.900775
694.414753, 602.547340
687.371572, 583.211208
716.242715, 724.702157
709.420913, 705.549324
702.415840, 686.481596
695.539582, 667.260235
688.696816, 648.025515
681.667377, 628.775849
674.734187, 609.443981
667.895429, 589.958670
