965.235827, 559.933594
950.422847, 545.456915
935.582801, 531.031936
920.538099, 516.590435
905.511448, 502.151303
890.545536, 487.653832
875.439214, 473.239424
860.264659, 458.789597
950.523736, 574.611931
935.660748, 560.401458
920.852196, 545.999660
905.805830, 531.639259
890.767103, 517.252757
875.762138, 502.932815
860.681606, 488.400190
845.485070, 473.963294
935.690237, 589.612410
920.900995, 575.289158
905.932553, 561.043938
891.014229, 546.707367
875.932053, 532.353920
860.949986, 517.975391
845.973293, 503.423023
830.827850, 489.090617
921.060892, 604.456872
906.148414, 590.244557
891.084582, 575.993822
876.234219, 561.660223
861.245326, 547.320397
846.176207, 533.041190
831.210641, 518.604769
816.104482, 504.268081
906.191978, 619.301471
891.442075, 605.168906
876.463339, 590.890696
861.527424, 576.553063
846.677960, 562.270876
831.484515, 548.011947
816.584209, 533.707778
801.475037, 519.333213
891.663247, 634.153939
876.828189, 619.977014
861.815389, 605.731536
846.939009, 591.637552
831.975324, 577.169489
816.894276, 562.990347
801.919378, 548.809260
786.927130, 534.245635
876.978846, 648.854005
862.087062, 634.939199
847.132505, 620.540756
832.328169, 606.447088
817.208665, 592.162968
802.300912, 577.945843
787.197488, 563.744958
772.156821, 549.248087
862.399073, 663.633869
847.666269, 649.497332
832.622939, 635.428497
817.775585, 621.174368
802.738756, 607.029313
787.829946, 592.903120
772.702226, 578.548180
757.695117, 564.337285
847.900837, 678.378200
833.094541, 664.175214
818.193086, 650.189205
803.111544, 636.023757
788.288637, 621.827845
773.215283, 607.773933
758.182026, 593.469087
743.226213, 579.227270
