441.032951, 217.715838
452.494127, 236.637678
463.830072, 255.513023
475.576417, 274.032078
486.816575, 292.737667
498.397844, 311.172076
509.631692, 329.654392
520.979900, 347.943539
459.007582, 206.505702
470.507834, 225.289066
482.017617, 244.074526
493.353910, 262.766669
504.888519, 281.338597
516.198520, 299.923369
527.529973, 318.384757
538.834055, 336.870875
477.208406, 195.010560
488.515714, 214.038958
500.142246, 232.680802
511.502422, 251.544603
522.863662, 270.176634
534.262646, 288.721747
545.465039, 307.318133
556.817795, 325.603785
495.523767, 183.607626
506.747426, 202.582893
518.272398, 221.422300
529.662219, 240.088144
541.036381, 258.905883
552.407586, 277.508969
563.667725, 296.069690
574.855301, 314.638403
513.621083, 172.057903
525.011480, 191.100831
536.430924, 209.907279
547.752306, 228.796366
559.220719, 247.345731
570.407213, 266.215637
581.583368, 284.767131
592.970869, 303.234583
531.766465, 160.544362
543.439765, 179.423671
554.564184, 198.581557
565.935113, 217.422226
577.476808, 236.128100
588.720745, 254.868604
599.891041, 273.634106
611.109396, 292.062429
550.258116, 148.878796
561.651928, 168.057367
572.952739, 186.944522
584.351240, 205.865478
595.537385, 224.631158
606.836493, 243.355032
618.121127, 262.072644
629.248360, 280.840491
568.452437, 137.377552
579.847523, 156.397713
591.419513, 175.419371
602.532989, 194.432420
613.883172, 213.298845
625.211443, 232.031162
636.474066, 250.833915
647.529746, 269.480372
586.898913, 125.681819
598.311544, 144.766483
609.608950, 163.904114
620.978522, 182.861312
632.311877, 201.708028
643.419430, 220.694622
654.579111, 239.332584
665.812050, 258.110863
