754.505002, 725.452478
756.471826, 705.222598
758.354541, 684.970905
760.143836, 664.888304
762.073952, 644.432578
763.723451, 624.067960
765.697038, 603.516680
767.570635, 582.924357
734.141838, 723.966259
735.938292, 703.782127
737.746000, 683.358285
739.564629, 663.050157
741.479721, 642.815757
743.360916, 622.269468
745.221072, 601.992145
747.057128, 581.194464
713.622505, 722.124643
715.486417, 702.078299
717.222501, 681.842638
719.222999, 661.373983
721.001619, 641.019148
722.647175, 620.717195
724.514715, 600.130049
726.387044, 579.643423
693.378471, 720.425626
695.029879, 700.242620
696.587279, 680.065233
698.504260, 659.842532
700.382355, 639.291471
701.917028, 618.898141
703.629502, 598.448830
705.443056, 577.914605
672.690455, 718.802091
674.524648, 698.649229
676.261946, 678.369255
678.056718, 658.092485
679.653251, 637.805672
681.483339, 617.141193
683.164319, 596.817177
685.044954, 576.100992
652.460346, 716.966563
653.904487, 696.898926
655.595985, 676.799913
657.463199, 656.388857
659.299186, 636.075881
660.795181, 615.680372
662.527458, 594.979328
664.373968, 574.593068
631.790976, 715.450505
633.453808, 695.084234
635.130226, 674.897139
636.678385, 654.793448
638.492523, 634.372554
640.372605, 614.028484
641.893207, 593.368278
643.455693, 572.910561
611.365679, 714.019837
612.906296, 693.723659
614.535239, 673.334485
616.399491, 652.993637
617.771334, 632.811628
619.453942, 612.239272
621.238723, 591.919574
622.890082, 571.066513
591.053039, 712.197563
592.506557, 692.067594
594.064380, 671.861685
595.647587, 651.396961
597.365232, 630.956304
598.904424, 610.653487
600.517914, 590.112810
602.352838, 569.459292
